old_shopify_url,content_type,current_handle_slug,proposed_nextjs_url,action,notes
/blogs/blog/why-every-generation-thinks-jiu-jitsu-has-changed-for-the-worse,article,why-every-generation-thinks-jiu-jitsu-has-changed-for-the-worse,/blogs/blog/why-every-generation-thinks-jiu-jitsu-has-changed-for-the-worse,PRESERVE,Blog handle blog. Published. Live sitemap. Internal model may differ.
/blogs/blog/why-jiu-jitsu-was-the-therapy-i-didn-t-know-i-needed,article,why-jiu-jitsu-was-the-therapy-i-didn-t-know-i-needed,/blogs/blog/why-jiu-jitsu-was-the-therapy-i-didn-t-know-i-needed,PRESERVE,Blog handle blog. Published. Live sitemap. Internal model may differ.
/blogs/blog/why-learn-heel-hooks,article,why-learn-heel-hooks,/blogs/blog/why-learn-heel-hooks,PRESERVE,Blog handle blog. Published. Live sitemap. Internal model may differ.
/blogs/blog/why-low-carb-diet-is-bullsh-t,article,why-low-carb-diet-is-bullsh-t,/blogs/blog/why-low-carb-diet-is-bullsh-t,PRESERVE,Blog handle blog. Published. Live sitemap. Internal model may differ.
/blogs/blog/why-you-should-compete-at-least-once-in-bjj,article,why-you-should-compete-at-least-once-in-bjj,/blogs/blog/why-you-should-compete-at-least-once-in-bjj,PRESERVE,Blog handle blog. Published. Live sitemap. Internal model may differ.
/blogs/blog/wrestling-takedowns,article,wrestling-takedowns,/blogs/blog/wrestling-takedowns,PRESERVE,Blog handle blog. Published. Live sitemap. Internal model may differ.
/blogs/blog/yoga-jiu-jitsu-a-natural-symbiosis,article,yoga-jiu-jitsu-a-natural-symbiosis,/blogs/blog/yoga-jiu-jitsu-a-natural-symbiosis,PRESERVE,Blog handle blog. Published. Live sitemap. Internal model may differ.
/blogs/techniques/a-simple-half-guard-back-take,technique,a-simple-half-guard-back-take,/blogs/techniques/a-simple-half-guard-back-take,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/a-system-for-guard-passing,technique,a-system-for-guard-passing,/blogs/techniques/a-system-for-guard-passing,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/basic-choke-from-lapel-guard,technique,basic-choke-from-lapel-guard,/blogs/techniques/basic-choke-from-lapel-guard,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/battle-for-the-underhook,technique,battle-for-the-underhook,/blogs/techniques/battle-for-the-underhook,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/bear-hug-defence-1,technique,bear-hug-defence-1,/blogs/techniques/bear-hug-defence-1,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/bear-hug-defence-2,technique,bear-hug-defence-2,/blogs/techniques/bear-hug-defence-2,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/bear-hug-defence-3,technique,bear-hug-defence-3,/blogs/techniques/bear-hug-defence-3,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/bear-hug-defence-4,technique,bear-hug-defence-4,/blogs/techniques/bear-hug-defence-4,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/bear-hug-defence-5,technique,bear-hug-defence-5,/blogs/techniques/bear-hug-defence-5,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/bow-arrow-countered-here-s-the-fix,technique,bow-arrow-countered-here-s-the-fix,/blogs/techniques/bow-arrow-countered-here-s-the-fix,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/butterfly-guard-passing-tips,technique,butterfly-guard-passing-tips,/blogs/techniques/butterfly-guard-passing-tips,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/closed-guard-omoplata-fundamentals,technique,closed-guard-omoplata-fundamentals,/blogs/techniques/closed-guard-omoplata-fundamentals,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/collar-and-sleeve-guard-troubleshooting-and-entry,technique,collar-and-sleeve-guard-troubleshooting-and-entry,/blogs/techniques/collar-and-sleeve-guard-troubleshooting-and-entry,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/collar-choke-from-the-arm-wrap,technique,collar-choke-from-the-arm-wrap,/blogs/techniques/collar-choke-from-the-arm-wrap,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/collar-grip-to-ankle-pick,technique,collar-grip-to-ankle-pick,/blogs/techniques/collar-grip-to-ankle-pick,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/countering-the-backstep,technique,countering-the-backstep,/blogs/techniques/countering-the-backstep,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/cutting-armbar-from-the-arm-wrap,technique,cutting-armbar-from-the-arm-wrap,/blogs/techniques/cutting-armbar-from-the-arm-wrap,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/de-la-riva-to-sit-up-guard-3-easy-sweeps,technique,de-la-riva-to-sit-up-guard-3-easy-sweeps,/blogs/techniques/de-la-riva-to-sit-up-guard-3-easy-sweeps,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/don-t-get-leg-locked,technique,don-t-get-leg-locked,/blogs/techniques/don-t-get-leg-locked,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/false-reap-entry-to-heel-hook-leigh-remedios-polaris-finish,technique,false-reap-entry-to-heel-hook-leigh-remedios-polaris-finish,/blogs/techniques/false-reap-entry-to-heel-hook-leigh-remedios-polaris-finish,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/fix-your-lapel-guard-choke,technique,fix-your-lapel-guard-choke,/blogs/techniques/fix-your-lapel-guard-choke,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/free-lasso-sweep,technique,free-lasso-sweep,/blogs/techniques/free-lasso-sweep,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/gi-meets-no-gi-the-ghost-escape,technique,gi-meets-no-gi-the-ghost-escape,/blogs/techniques/gi-meets-no-gi-the-ghost-escape,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/gripping-strategies-for-bjj,technique,gripping-strategies-for-bjj,/blogs/techniques/gripping-strategies-for-bjj,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/half-guard-ankle-hook-sweep,technique,half-guard-ankle-hook-sweep,/blogs/techniques/half-guard-ankle-hook-sweep,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/heel-hook-details-leigh-remedios,article-unpublished,heel-hook-details-leigh-remedios,/blogs/techniques/heel-hook-details-leigh-remedios,PRESERVE,Unpublished technique. Public 404 until published. Do not 410. Not in live sitemap.
/blogs/techniques/high-percentage-judo-takedowns-for-bjj,technique,high-percentage-judo-takedowns-for-bjj,/blogs/techniques/high-percentage-judo-takedowns-for-bjj,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/how-to-defend-heel-hooks-and-why-it-makes-your-offence-better,technique,how-to-defend-heel-hooks-and-why-it-makes-your-offence-better,/blogs/techniques/how-to-defend-heel-hooks-and-why-it-makes-your-offence-better,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/inside-vs-outside-heel-hooks-which-is-stronger,technique,inside-vs-outside-heel-hooks-which-is-stronger,/blogs/techniques/inside-vs-outside-heel-hooks-which-is-stronger,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/knee-slice-passing-tips,technique,knee-slice-passing-tips,/blogs/techniques/knee-slice-passing-tips,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/lapel-guard-to-gubber-guard-high-percentage-chokes,technique,lapel-guard-to-gubber-guard-high-percentage-chokes,/blogs/techniques/lapel-guard-to-gubber-guard-high-percentage-chokes,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/limp-arm-back-take,technique,limp-arm-back-take,/blogs/techniques/limp-arm-back-take,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/michael-myers-guard-passing,technique,michael-myers-guard-passing,/blogs/techniques/michael-myers-guard-passing,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/old-school-self-defence-with-mauricio-gomes,technique,old-school-self-defence-with-mauricio-gomes,/blogs/techniques/old-school-self-defence-with-mauricio-gomes,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/oliver-geddes-his-go-to-half-guard-pass,technique,oliver-geddes-his-go-to-half-guard-pass,/blogs/techniques/oliver-geddes-his-go-to-half-guard-pass,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/oliver-geddes-teaches-the-ezekiel-choke-from-arm-triangle,technique,oliver-geddes-teaches-the-ezekiel-choke-from-arm-triangle,/blogs/techniques/oliver-geddes-teaches-the-ezekiel-choke-from-arm-triangle,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/oliver-geddes-teaches-the-s-grip-arm-triangle,technique,oliver-geddes-teaches-the-s-grip-arm-triangle,/blogs/techniques/oliver-geddes-teaches-the-s-grip-arm-triangle,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/omoplata-roll-escape-counter-maintaining-control,technique,omoplata-roll-escape-counter-maintaining-control,/blogs/techniques/omoplata-roll-escape-counter-maintaining-control,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/open-guard-fundamentals-with-leigh-remedios,technique,open-guard-fundamentals-with-leigh-remedios,/blogs/techniques/open-guard-fundamentals-with-leigh-remedios,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/posture-control-choke,technique,posture-control-choke,/blogs/techniques/posture-control-choke,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/powerful-choke-from-gubber-guard,technique,powerful-choke-from-gubber-guard,/blogs/techniques/powerful-choke-from-gubber-guard,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/pressure-and-patience-are-vital,technique,pressure-and-patience-are-vital,/blogs/techniques/pressure-and-patience-are-vital,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/rob-taylor-s-guard-passing-masterclass,technique,rob-taylor-s-guard-passing-masterclass,/blogs/techniques/rob-taylor-s-guard-passing-masterclass,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/roll-under-sweep-from-half-guard,technique,roll-under-sweep-from-half-guard,/blogs/techniques/roll-under-sweep-from-half-guard,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/setting-up-gubber-guard,technique,setting-up-gubber-guard,/blogs/techniques/setting-up-gubber-guard,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/simple-tip-to-massively-improve-your-chokes,technique,simple-tip-to-massively-improve-your-chokes,/blogs/techniques/simple-tip-to-massively-improve-your-chokes,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/smooth-side-control-to-mount-transition,technique,smooth-side-control-to-mount-transition,/blogs/techniques/smooth-side-control-to-mount-transition,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/sumi-gaeshi-corner-reversal,technique,sumi-gaeshi-corner-reversal,/blogs/techniques/sumi-gaeshi-corner-reversal,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/terminator-guard-passing,technique,terminator-guard-passing,/blogs/techniques/terminator-guard-passing,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/the-arm-wrap-system,technique,the-arm-wrap-system,/blogs/techniques/the-arm-wrap-system,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/the-complete-underhook-half-guard-system-sweeps-back-takes,technique,the-complete-underhook-half-guard-system-sweeps-back-takes,/blogs/techniques/the-complete-underhook-half-guard-system-sweeps-back-takes,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/the-de-la-riva-balloon-sweep-made-easy,technique,the-de-la-riva-balloon-sweep-made-easy,/blogs/techniques/the-de-la-riva-balloon-sweep-made-easy,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/the-invisible-collar-choke,technique,the-invisible-collar-choke,/blogs/techniques/the-invisible-collar-choke,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/the-leg-weave-pass,technique,the-leg-weave-pass,/blogs/techniques/the-leg-weave-pass,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/the-tornado-throw,technique,the-tornado-throw,/blogs/techniques/the-tornado-throw,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/triangle-choke-from-the-arm-wrap,technique,triangle-choke-from-the-arm-wrap,/blogs/techniques/triangle-choke-from-the-arm-wrap,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/tripod-sweep-from-the-jelly-guard,technique,tripod-sweep-from-the-jelly-guard,/blogs/techniques/tripod-sweep-from-the-jelly-guard,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/unlocking-turtle-position-3-effective-turnovers,technique,unlocking-turtle-position-3-effective-turnovers,/blogs/techniques/unlocking-turtle-position-3-effective-turnovers,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/using-kazushi-to-hit-the-ankle-pick,technique,using-kazushi-to-hit-the-ankle-pick,/blogs/techniques/using-kazushi-to-hit-the-ankle-pick,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/what-is-a-heel-hook,technique,what-is-a-heel-hook,/blogs/techniques/what-is-a-heel-hook,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/blogs/techniques/yoko-tomoe-nage,technique,yoko-tomoe-nage,/blogs/techniques/yoko-tomoe-nage,PRESERVE,Blog handle techniques. Published. Live sitemap. Internal model may differ.
/pages/about,page,about,/pages/about,PRESERVE,Published=True. Body length 2735. Keep Shopify slug.
/pages/armed-forces,page,armed-forces,/pages/armed-forces,PRESERVE,Live 200 in sitemap. Keep URL; unpublish (404) until military discount ships. Do not 410.
/pages/beginners-guide-to-bjj-signup,page-pagefly,beginners-guide-to-bjj-signup,/pages/beginners-guide-to-bjj-signup,PRESERVE,PageFly body empty in export. Preserve URL; recreate natively.
/pages/bjj-in-kingston-upon-thames,page,bjj-in-kingston-upon-thames,/pages/bjj-in-kingston-upon-thames,PRESERVE,OVERRIDE Sep 2026: keep on JJB as oldest Past Events / network-history archive entry. Do NOT redirect to kingstonjiujitsu.com.
/pages/blog,page,blog,/pages/blog,PRESERVE,Empty body but live 200 canonical. Distinct from /blogs/blog. Do not 301 merely to tidy.
/pages/cant-find-that,page-retired,cant-find-that,(gone),410,Retired course/form/digital page. Published=True. Do not homepage-dump.
/pages/ccpa-opt-out,page,ccpa-opt-out,/pages/privacy-policy,301,Fold US opt-out copy into the privacy policy; do not invent /privacy.
/pages/check-your-email,page-retired,check-your-email,(gone),410,Retired course/form/digital page. Published=True. Do not homepage-dump.
/pages/closed-bjj-building-blocks-and-bjj-learning-sites,page-retired,closed-bjj-building-blocks-and-bjj-learning-sites,(gone),410,Retired course/form/digital page. Published=True. Do not homepage-dump.
/pages/closed-jiu-jitsu-master-academy,page-retired,closed-jiu-jitsu-master-academy,(gone),410,Retired course/form/digital page. Published=True. Do not homepage-dump.
/pages/contact,page,contact,/pages/contact,PRESERVE,Published=True. Body length 68. Keep Shopify slug.
/pages/copyright-notice,page,copyright-notice,/pages/terms-conditions,301,Merge into terms; one hop.
/pages/disclaimer,page,disclaimer,/pages/disclaimer,PRESERVE,Published=True. Body length 1288. Keep Shopify slug.
/pages/home,page,home,/,301,Unpublished Shopify home page; homepage is /. Currently unpublished (live 404).
/pages/how-to-suck-less-at-jiu-jitsu,page-pagefly,how-to-suck-less-at-jiu-jitsu,/pages/how-to-suck-less-at-jiu-jitsu,PRESERVE,PageFly body empty in export. Preserve URL; recreate natively.
/pages/jiu-jitsu-brotherhood-club-network,page-pagefly,jiu-jitsu-brotherhood-club-network,/pages/jiu-jitsu-brotherhood-club-network,PRESERVE,PageFly body empty in export. Preserve URL; recreate natively.
/pages/jiu-jitsu-training-secrets,page-retired,jiu-jitsu-training-secrets,(gone),410,Retired course/form/digital page. Published=False. Do not homepage-dump.
/pages/oli-geddes-foundation-charity-event-kingston-jiu-jitsu,page,oli-geddes-foundation-charity-event-kingston-jiu-jitsu,/pages/oli-geddes-foundation-charity-event-kingston-jiu-jitsu,PRESERVE,Published=True. Body length 3384. Keep Shopify slug.
/pages/past-events,page,past-events,/pages/past-events,PRESERVE,Past Events archive index (JJB-native; not in Shopify). Newest→oldest chronological list.
/pages/privacy-policy,page,privacy-policy,/pages/privacy-policy,PRESERVE,Published=True. Body length 15845. Keep Shopify slug.
/pages/progression-the-belt-system,page,progression-the-belt-system,/pages/progression-the-belt-system,PRESERVE,Published=True. Body length 11944. Keep Shopify slug.
/pages/sign-up-thank-you,page-retired,sign-up-thank-you,(gone),410,Retired course/form/digital page. Published=True. Do not homepage-dump.
/pages/spring-super-seminar,page,spring-super-seminar,/pages/spring-super-seminar,PRESERVE,Published=True. Body length 2181. Keep Shopify slug.
/pages/summer-seaside-special,page,summer-seaside-special,/pages/summer-seaside-special,PRESERVE,Published=True. Body length 1240. Keep Shopify slug.
/pages/terms-conditions,page,terms-conditions,/pages/terms-conditions,PRESERVE,Published=True. Body length 5500. Keep Shopify slug.
/pages/thank-you,page-retired,thank-you,(gone),410,Retired course/form/digital page. Published=True. Do not homepage-dump.
/pages/thank-you-1,page-retired,thank-you-1,(gone),410,Retired course/form/digital page. Published=True. Do not homepage-dump.
/pages/thank-you-for-your-purchase,page-retired,thank-you-for-your-purchase,(gone),410,Retired course/form/digital page. Published=True. Do not homepage-dump.
/pages/the-oliver-geddes-foundation,page,the-oliver-geddes-foundation,/pages/the-oliver-geddes-foundation,PRESERVE,Published=True. Body length 3438. Keep Shopify slug.
/pages/welsh-winter-special,page,welsh-winter-special,/pages/welsh-winter-special,PRESERVE,Published=True. Body length 3309. Keep Shopify slug.
/pages/your-discount-coupon,page-retired,your-discount-coupon,(gone),410,Retired course/form/digital page. Published=True. Do not homepage-dump.
/products/2nd-summer-seaside-special-super-seminar,product-event-draft,2nd-summer-seaside-special-super-seminar,/products/2nd-summer-seaside-special-super-seminar,PRESERVE,Past Events Sep 2026: serve as past_event editorial at this URL (no shop UI). Not in live catalogue.
/products/astrum-gi,product-physical,astrum-gi,/products/astrum-gi,PRESERVE,"Stage 4 retain. Shopify ACTIVE. Serve at /products/{handle}, not /shop/{handle}."
/products/astrum-rashguard,product-removed,astrum-rashguard,(gone),410,Stage 4 discontinued. Shopify DRAFT. Live 404 for drafts. Do not homepage-dump.
/products/beast-mode-rashguard,product-physical,beast-mode-rashguard,/products/beast-mode-rashguard,PRESERVE,"Stage 4 retain. Shopify ACTIVE. Serve at /products/{handle}, not /shop/{handle}."
/products/classic-embroidered-badge,product-physical,classic-embroidered-badge,/products/classic-embroidered-badge,PRESERVE,"Stage 4 retain. Shopify ACTIVE. Serve at /products/{handle}, not /shop/{handle}."
/products/enso-4-0-gi-black,product-physical,enso-4-0-gi-black,/products/enso-4-0-gi-black,PRESERVE,"Stage 4 retain. Shopify ACTIVE. Serve at /products/{handle}, not /shop/{handle}."
/products/enso-4-0-gi-blue,product-physical,enso-4-0-gi-blue,/products/enso-4-0-gi-blue,PRESERVE,Retain as unpublished zero-stock draft. URL preserved; public 404 until published. Currently live 200 with 0 inventory.
/products/enso-4-0-gi-white,product-physical,enso-4-0-gi-white,/products/enso-4-0-gi-white,PRESERVE,"Stage 4 retain. Shopify ACTIVE. Serve at /products/{handle}, not /shop/{handle}."
/products/evolver-classic,product-physical,evolver-classic,/products/evolver-classic,PRESERVE,"Stage 4 retain. Shopify ACTIVE. Serve at /products/{handle}, not /shop/{handle}."
/products/evolver-classic-red,product-physical,evolver-classic-red,/products/evolver-classic-red,PRESERVE,"Stage 4 retain. Shopify ACTIVE. Serve at /products/{handle}, not /shop/{handle}."
/products/face-your-fears-rashguard,product-physical,face-your-fears-rashguard,/products/face-your-fears-rashguard,PRESERVE,"Stage 4 retain. Shopify ACTIVE. Serve at /products/{handle}, not /shop/{handle}."
/products/fight-shorts,product-physical,fight-shorts,/products/fight-shorts,PRESERVE,"Stage 4 retain. Shopify ACTIVE. Serve at /products/{handle}, not /shop/{handle}."
/products/future-stars-gi-blue,product-physical,future-stars-gi-blue,/products/future-stars-gi-blue,PRESERVE,"Stage 4 retain. Shopify ACTIVE. Serve at /products/{handle}, not /shop/{handle}."
/products/history-on-fire-t-shirt,product-physical,history-on-fire-t-shirt,/products/history-on-fire-t-shirt,PRESERVE,"Stage 4 retain. Shopify ACTIVE. Serve at /products/{handle}, not /shop/{handle}."
/products/jiu-jitsu-brotherhood-club-network-adults-competition,product-event-draft,jiu-jitsu-brotherhood-club-network-adults-competition,/products/jiu-jitsu-brotherhood-club-network-adults-competition,PRESERVE,Past Events Sep 2026: serve as past_event editorial at this URL (no shop UI). Not in live catalogue.
/products/journey-bjj-belt,product-physical,journey-bjj-belt,/products/journey-bjj-belt,PRESERVE,"Stage 4 retain. Shopify ACTIVE. Serve at /products/{handle}, not /shop/{handle}."
/products/kids-club-network-interclub-competition-2026,product-event-draft,kids-club-network-interclub-competition-2026,/products/kids-club-network-interclub-competition-2026,PRESERVE,Past Events Sep 2026: serve as past_event editorial at this URL (no shop UI). Not in live catalogue.
/products/musashi-limited-edition,product-removed,musashi-limited-edition,(gone),410,Stage 4 discontinued. Shopify DRAFT. Live 404 for drafts. Do not homepage-dump.
/products/open-source-jiu-jitsu-hooded-sweatshirt-gray,product-physical,open-source-jiu-jitsu-hooded-sweatshirt-gray,/products/open-source-jiu-jitsu-hooded-sweatshirt-gray,PRESERVE,"Stage 4 retain. Shopify ACTIVE. Serve at /products/{handle}, not /shop/{handle}."
/products/open-source-jiu-jitsu-hooded-sweatshirt-red,product-physical,open-source-jiu-jitsu-hooded-sweatshirt-red,/products/open-source-jiu-jitsu-hooded-sweatshirt-red,PRESERVE,"Stage 4 retain. Shopify ACTIVE. Serve at /products/{handle}, not /shop/{handle}."
/products/signature-series-hooded-sweatshirt,product-physical,signature-series-hooded-sweatshirt,/products/signature-series-hooded-sweatshirt,PRESERVE,"Stage 4 retain. Shopify ACTIVE. Serve at /products/{handle}, not /shop/{handle}."
/products/sisterhood-mini-patch,product-physical,sisterhood-mini-patch,/products/sisterhood-mini-patch,PRESERVE,"Stage 4 retain. Shopify ACTIVE. Serve at /products/{handle}, not /shop/{handle}."
/products/sisterhood-rashguard,product-physical,sisterhood-rashguard,/products/sisterhood-rashguard,PRESERVE,"Stage 4 retain. Shopify ACTIVE. Serve at /products/{handle}, not /shop/{handle}."
/products/stand-up-eight-t-shirt-black,product-physical,stand-up-eight-t-shirt-black,/products/stand-up-eight-t-shirt-black,PRESERVE,"Stage 4 retain. Shopify ACTIVE. Serve at /products/{handle}, not /shop/{handle}."
/products/sticker-pack,product-removed,sticker-pack,/collections/patches,301,"Stage 4 withdrawn; currently ACTIVE and in live sitemap. Closest equivalent /collections/patches, not /shop/patches."
/products/summer-super-seminar-2025,product-event-draft,summer-super-seminar-2025,/products/summer-super-seminar-2025,PRESERVE,Past Events Sep 2026: serve as past_event editorial at this URL (no shop UI). Not in live catalogue.
/products/tail-eater-back-pack,product-removed,tail-eater-back-pack,(gone),410,Stage 4 discontinued. Shopify DRAFT. Live 404 for drafts. Do not homepage-dump.
/products/tail-eater-back-patch,product-physical,tail-eater-back-patch,/products/tail-eater-back-patch,PRESERVE,"Stage 4 retain. Shopify ACTIVE. Serve at /products/{handle}, not /shop/{handle}."
/products/tail-eater-rashguard-blue-trim,product-physical,tail-eater-rashguard-blue-trim,/products/tail-eater-rashguard-blue-trim,PRESERVE,"Stage 4 retain. Shopify ACTIVE. Serve at /products/{handle}, not /shop/{handle}."
/products/tail-eater-rashguard-classic-black,product-physical,tail-eater-rashguard-classic-black,/products/tail-eater-rashguard-classic-black,PRESERVE,"Stage 4 retain. Shopify ACTIVE. Serve at /products/{handle}, not /shop/{handle}."
/products/the-gentle-art-rashguard,product-physical,the-gentle-art-rashguard,/products/the-gentle-art-rashguard,PRESERVE,"Stage 4 retain. Shopify ACTIVE. Serve at /products/{handle}, not /shop/{handle}."
/products/the-musashi-spats,product-physical,the-musashi-spats,/products/the-musashi-spats,PRESERVE,"Stage 4 retain. Shopify ACTIVE. Serve at /products/{handle}, not /shop/{handle}."
/products/the-oni-gi,product-physical,the-oni-gi,/products/the-oni-gi,PRESERVE,"Stage 4 retain. Shopify ACTIVE. Serve at /products/{handle}, not /shop/{handle}."
/products/the-seeker-t-shirt,product-removed,the-seeker-t-shirt,(gone),410,Stage 4 discontinued. Shopify DRAFT. Live 404 for drafts. Do not homepage-dump.
/products/the-tokugawa-gi,product-physical,the-tokugawa-gi,/products/the-tokugawa-gi,PRESERVE,"Stage 4 retain. Shopify ACTIVE. Serve at /products/{handle}, not /shop/{handle}."
/collections/adam-r-stacey,collection-retired,adam-r-stacey,(gone),410,Empty or digital/person collection (n=0). Currently live 200 and in sitemap; 410 is intentional removal.
/collections/apparel,collection,apparel,/collections/apparel,PRESERVE,Keep Shopify collection URL (n=9 product refs). Do not rename to /shop/gis etc.
/collections/bags,collection,bags,(gone),410,Only contains discontinued kit bag. No genuine replacement.
/collections/belts,collection,belts,/collections/belts,PRESERVE,Keep Shopify collection URL (n=1 product refs). Do not rename to /shop/gis etc.
/collections/bjj-books-and-videos,collection-retired,bjj-books-and-videos,(gone),410,Empty or digital/person collection (n=0). Currently live 200 and in sitemap; 410 is intentional removal.
/collections/books,collection-retired,books,(gone),410,Empty or digital/person collection (n=0). Currently live 200 and in sitemap; 410 is intentional removal.
/collections/concepts,collection-retired,concepts,(gone),410,Empty or digital/person collection (n=0). Currently live 200 and in sitemap; 410 is intentional removal.
/collections/conditioning-and-recovery,collection-retired,conditioning-and-recovery,(gone),410,Empty or digital/person collection (n=0). Currently live 200 and in sitemap; 410 is intentional removal.
/collections/featured,collection,featured,/collections/featured,PRESERVE,Keep Shopify collection URL (n=15 product refs). Do not rename to /shop/gis etc.
/collections/gis,collection,gis,/collections/gis,PRESERVE,Keep Shopify collection URL (n=7 product refs). Do not rename to /shop/gis etc.
/collections/hoodies,collection,hoodies,/collections/hoodies,PRESERVE,Keep Shopify collection URL (n=3 product refs). Do not rename to /shop/gis etc.
/collections/kit-dale,collection-retired,kit-dale,(gone),410,Empty or digital/person collection (n=0). Currently live 200 and in sitemap; 410 is intentional removal.
/collections/leg-locks,collection-retired,leg-locks,(gone),410,Empty or digital/person collection (n=0). Currently live 200 and in sitemap; 410 is intentional removal.
/collections/leigh-remedios,collection-retired,leigh-remedios,(gone),410,Empty or digital/person collection (n=0). Currently live 200 and in sitemap; 410 is intentional removal.
/collections/masterclass-series,collection-retired,masterclass-series,(gone),410,Empty or digital/person collection (n=0). Currently live 200 and in sitemap; 410 is intentional removal.
