record_kind,content_role,shopify_id,title,handle,blog_handle,blog_title,canonical_url,is_published,published_at,created_at,updated_at,author,has_summary,summary_chars,body_format,body_chars_text,body_bytes,has_featured_image,featured_image_url,featured_image_alt,seo_title,seo_description,tags,inline_image_count,youtube_or_iframe,iframe_count,internal_link_count,external_link_count,transform_link_count,sample_transform_links,migration_difficulty,difficulty_flags,appears_complete,recommended_treatment,decision_needed,notes_extra
article,past_event,gid://shopify/Article/557236650044,Summer Seaside Special,summer-seaside-special,blog,Articles,/blogs/blog/summer-seaside-special,true,2022-10-17T09:12:47Z,2022-10-17T09:12:47Z,2023-12-11T11:27:01Z,JJB Admin,true,527,html,395,1422,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Summer_Seaside_Special.png?v=1665997968,,,"On August 20th 2022, the Jiu Jitsu Brotherhood Club Network had its inaugural super seminar. There were five hours of teaching by five different black belts, followed by an open mat, and it was a very special day.",belts|Gis|rashguards,1,yes,1,3,1,0,,E,embed;duplicate-page-and-article,yes,MIGRATE_AS_PAST_EVENT,no,Approved Phase 2D: single past_event record. Canonical URL = this article (post-event recap + YouTube). Duplicate page 301 → this URL.
article,past_event,gid://shopify/Article/606529290522,Spring Super Seminar,spring-super-seminar,blog,Articles,/blogs/blog/spring-super-seminar,true,2023-11-27T09:49:18Z,2023-11-27T09:46:03Z,2023-12-11T11:27:19Z,JJB Admin,true,83,html,357,1543,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Spring_Super_Seminar_YouTube.png?v=1701078364,,,"On April 30th 2023, the Jiu Jitsu Brotherhood club network held its second super seminar. There were four hours of teaching by four different black belts, followed by an open mat, and it was another very special day!",belts|Gis|patches|rashguards,1,yes,1,5,0,1,www.kingstonjiujitsu.com,E,embed;duplicate-page-and-article,yes,MIGRATE_AS_PAST_EVENT,no,Approved Phase 2D: single past_event record. Canonical URL = this article (post-event recap + YouTube). Duplicate page 301 → this URL.
technique,technique,gid://shopify/Article/557196902460,Bear Hug Defence 1,bear-hug-defence-1,techniques,Techniques,/blogs/techniques/bear-hug-defence-1,true,2022-10-17T10:00:00Z,2022-10-02T08:29:28Z,2023-12-11T11:31:49Z,JJB Admin,true,181,html,146,515,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Mauricio_Bear_Hug_1.png?v=1664699369,,,"In this video, the legendary coral belt Mauricio Gomes teaches a counter to a front bear hug when your opponent has his grip underneath your arms.",belts|Gis|patches,0,yes,1,0,0,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
technique,technique,gid://shopify/Article/557196935228,Bear Hug Defence 2,bear-hug-defence-2,techniques,Techniques,/blogs/techniques/bear-hug-defence-2,true,2022-10-24T10:00:00Z,2022-10-02T08:35:32Z,2023-12-11T11:32:12Z,JJB Admin,true,220,html,163,545,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Mauricio_Bear_Hug_2.png?v=1664699733,,,"In this video, the legendary coral belt Mauricio Gomes teaches another counter to a front bear hug. This time your opponent has his grip over the top of your arms.",belts|patches|rashguards,0,yes,1,0,0,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
technique,technique,gid://shopify/Article/557196967996,Bear Hug Defence 3,bear-hug-defence-3,techniques,Techniques,/blogs/techniques/bear-hug-defence-3,true,2022-10-31T11:00:00Z,2022-10-02T08:39:43Z,2023-12-11T11:32:36Z,JJB Admin,true,309,html,245,587,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Mauricio_Bear_Hug_3.png?v=1664699984,,,The legendary Mauricio Gomes teaches another self defence technique against a bear hug. This time your opponent is attacking from behind and has double underhooks. This defence ends up with either a nice knee bar attack or control from top side.,belts|patches|rashguards,0,yes,1,0,0,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
technique,technique,gid://shopify/Article/557197000764,Bear Hug Defence 4,bear-hug-defence-4,techniques,Techniques,/blogs/techniques/bear-hug-defence-4,true,2022-11-07T11:00:00Z,2022-10-02T08:43:45Z,2023-12-11T11:34:02Z,JJB Admin,true,254,html,219,548,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Mauricio_Bear_Hug_4.png?v=1664700226,,,"In this video, the legendary coral belt Mauricio Gomes teaches another self-defence technique against a bear hug. This time your opponent is again attacking from behind, but this time his arms are over the top of yours.",Gis|rashguards,0,yes,1,0,0,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
technique,technique,gid://shopify/Article/557197033532,Bear Hug Defence 5,bear-hug-defence-5,techniques,Techniques,/blogs/techniques/bear-hug-defence-5,true,2022-11-14T11:00:00Z,2022-10-02T08:47:47Z,2023-12-11T11:34:21Z,JJB Admin,true,185,html,150,492,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Mauricio_Bear_Hug_5.png?v=1664700467,,,"In this video, the legendary coral belt Mauricio Gomes teaches us how to break the grip and escape when an opponent has you in a strong rear bear hug.",Gis|rashguards,0,yes,1,0,0,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
technique,technique,gid://shopify/Article/604431876378,The Leg Weave Pass,the-leg-weave-pass,techniques,Techniques,/blogs/techniques/the-leg-weave-pass,true,2022-12-02T09:21:34Z,2022-11-23T15:35:40Z,2023-12-11T11:34:41Z,JJB Admin,true,436,html,282,911,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Leg_Weave_Pass.png?v=1669217741,,,"In this video, 3rd-degree black belt Miad Najafi gives a comprehensive tutorial on his take on the leg weave pass.",belts|patches|spats,0,yes,1,2,1,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
article,article,gid://shopify/Article/604455174426,LAW Strength Training,law-strength-training,blog,Articles,/blogs/blog/law-strength-training,true,2022-12-10T15:31:44Z,2022-12-05T09:10:23Z,2023-12-11T11:35:19Z,JJB Admin,true,69,html,6986,7598,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/LAW_Strength_Training.png?v=1670231552,,,MMA legend Leigh Remedios discusses his LAW strength training regime.,belts|patches|spats,1,no,0,0,1,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/556189155388,The Art of Verbal Jiu Jitsu,the-art-of-verbal-jiu-jitsu,blog,Articles,/blogs/blog/the-art-of-verbal-jiu-jitsu,true,2021-11-14T09:05:23Z,2021-11-13T15:35:52Z,2023-12-11T11:36:32Z,JJB Admin,true,207,html,5039,6133,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Verbal_Jiu_JItsu.png?v=1636817753,,,This article explores how mastering verbal skills can be a powerful tool in enhancing our ability to navigate and de-escalate challenging situations.,belts|Gis|rashguards,0,yes,2,0,2,0,,C,embed,yes,MIGRATE,no,
article,article,gid://shopify/Article/556805423164,The Doctor Who Quit Medicine to Teach Jiu Jitsu,the-doctor-who-quit-medicine-to-teach-jiu-jitsu,blog,Articles,/blogs/blog/the-doctor-who-quit-medicine-to-teach-jiu-jitsu,true,2022-05-30T06:49:41Z,2022-05-26T07:51:53Z,2023-12-11T11:37:01Z,JJB Admin,true,317,html,475,1148,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Doctor_Quit_Medicine.png?v=1653551514,,,"Dr Marc Barton is now a 2nd-degree black belt under Mauricio Gomes and the head instructor at Kingston Jiu Jitsu. But before he started teaching jiu jitsu, he worked at the very messy end of medicine, putting patients back together in the emergency department.",belts|Gis|rashguards,0,yes,1,0,2,0,,C,embed,yes,MIGRATE,no,
article,article,gid://shopify/Article/556580601916,Do You Know Who Invented These BJJ Techniques?,do-you-know-who-invented-these-bjj-techniques,blog,Articles,/blogs/blog/do-you-know-who-invented-these-bjj-techniques,true,2022-03-24T11:27:09Z,2022-03-24T11:22:17Z,2023-12-11T11:37:39Z,JJB Admin,true,169,html,9197,13403,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Who_Invented_These_Techniques.png?v=1648120937,,,"The article takes us on a historical journey, exploring the innovators behind the techniques we practice today.",belts|rashguards|spats,4,yes,4,0,2,0,,C,embed,yes,MIGRATE,no,
article,article,gid://shopify/Article/405426339900,Rickson Gracie: Jiu Jitsu's Living Legend,rickson-gracie-jiu-jitsus-living-legend,blog,Articles,/blogs/blog/rickson-gracie-jiu-jitsus-living-legend,true,2017-11-20T00:00:00Z,2020-01-04T02:38:07Z,2023-12-11T11:38:22Z,JJB Admin,true,163,html,19380,23044,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Legend_Rickson.png?v=1579519228,,Rickson Gracie - Jiu Jitsu's Living Legend | Jiu Jitsu Brotherhood,There is no more recognisable icon in jiu jitsu than Rickson Gracie. We examine his life to discover how the legend was created.,Gis|rashguards,3,no,0,0,0,0,,B,div-heavy,yes,MIGRATE,no,
article,article,gid://shopify/Article/405425913916,10 000 Hours is Just the Start,10-000-hours-just-start,blog,Articles,/blogs/blog/10-000-hours-just-start,true,2017-05-16T23:00:00Z,2020-01-04T02:37:45Z,2023-12-11T11:38:50Z,JJB Admin,true,131,html,11480,11800,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/10_000_hours.png?v=1579529747,,10 000 Hours is Just the Start | Jiu Jitsu Brotherhood,Few people understand what it really takes to make a career in jiu jitsu and mixed martial arts.,belts|patches|rashguards,0,no,0,0,1,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/405426569276,How to Takedown like a World-Class Wrestler,wrestling-takedowns,blog,Articles,/blogs/blog/wrestling-takedowns,true,2018-03-19T00:00:00Z,2020-01-04T02:38:22Z,2023-12-11T11:39:14Z,JJB Admin,true,130,html,7009,9976,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Takedown_Like_a_Wrestler.png?v=1579514354,,How to Takedown like a World-Class Wrestler | Jiu Jitsu Brotherhood,The secrets of world class wrestlers and how you can incorporate them into your jiu jitsu game.,belts|patches|spats,0,yes,5,6,1,6,http://www.jiujitsubrotherhood.com/wp-content/uploads/wrestling-takedowns-for-jiu-jitsu-bjj.jpg,C,embed,yes,MIGRATE,no,
article,article,gid://shopify/Article/405427060796,The Top 7 Shoulder Conditions Affecting Grapplers,the-top-7-shoulder-conditions-effecting-grapplers,blog,Articles,/blogs/blog/the-top-7-shoulder-conditions-effecting-grapplers,true,2020-08-31T07:10:00Z,2020-01-04T02:38:46Z,2023-12-11T11:39:47Z,JJB Admin,true,153,html,8241,9407,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Shoulder_Injuries.png?v=1598778259,,,Osteopath and Black Belt Miad Najafi explains the common shoulder injuries in BJJ and grappling and how to treat them.,belts|Gis|patches,3,no,0,0,1,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/405425553468,Types of Grappling Martial Arts,grappling-martial-arts,blog,Articles,/blogs/blog/grappling-martial-arts,true,2020-01-21T14:43:00Z,2020-01-04T02:37:31Z,2023-12-11T11:41:14Z,JJB Admin,true,150,html,6970,7409,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Types_of_grappling_art.png?v=1579617680,,Grappling - The Most Popular Styles Explained,"Grappling systems are those Combat Sports that focus on throws, takedowns, submissions and ground-fighting. The most popular forms are explained here.",Gis|rashguards,0,no,0,1,1,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/557218267196,Jiu Jitsu Vs. Karate,jiu-jitsu-vs-karate,blog,Articles,/blogs/blog/jiu-jitsu-vs-karate,true,2022-10-10T08:29:28Z,2022-10-10T08:29:09Z,2023-12-11T11:41:30Z,JJB Admin,true,228,html,325,664,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Jiu_Jitsu_vs_Karate.png?v=1665390549,,,"This incredible archive footage shows footage of some fights that occurred in Brazil in 1975. The fights were between students from a Karate academy against Gracie Jiu Jitsu representatives, including the legendary Rolls Gracie!",Gis|patches,0,yes,1,0,0,0,,C,embed,yes,MIGRATE,no,
technique,technique,gid://shopify/Article/604471001370,Free Lasso Sweep,free-lasso-sweep,techniques,Techniques,/blogs/techniques/free-lasso-sweep,true,2022-12-18T16:01:59Z,2022-12-12T08:58:23Z,2023-12-11T11:41:46Z,JJB Admin,true,291,html,385,948,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Free_Lasso_Sweep.png?v=1670835503,,,"In this video, jiu jitsu black belt Cole Porter teaches us the free lasso sweep from the knee shield position. Cole gives some great tips on using frames and body structure from the position, which is very helpful for smaller players.",Gis|rashguards,0,yes,1,1,1,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
technique,technique,gid://shopify/Article/604536406298,Butterfly Guard Passing Tips,butterfly-guard-passing-tips,techniques,Techniques,/blogs/techniques/butterfly-guard-passing-tips,true,2023-01-03T10:37:27Z,2023-01-03T10:35:38Z,2023-12-11T11:42:08Z,JJB Admin,true,162,html,339,849,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Butterfly_Guard_Passing_Tips.png?v=1672742138,,,"In this video, jiu jitsu black belt Cole Porter teaches us some concepts and tips to help control and pass the butterfly guard.",Gis|patches|rashguards,0,yes,1,1,1,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
article,article,gid://shopify/Article/604431909146,Caffeine & Jiu-Jitsu,caffeine-jiu-jitsu,blog,Articles,/blogs/blog/caffeine-jiu-jitsu,true,2022-12-27T09:43:45Z,2022-11-23T15:50:43Z,2023-12-11T11:43:16Z,JJB Admin,true,210,html,6242,6848,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Caffeine_Jiu_Jitsu.png?v=1669220020,,,"The article, written by a jiu jitsu black belt and medical doctor, dives into the potential benefits of caffeine for practitioners of our beloved sport.",Gis|patches|rashguards,0,no,0,0,3,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/604734685466,The Tokugawa Gi Story,the-tokugawa-gi-story,blog,Articles,/blogs/blog/the-tokugawa-gi-story,true,2023-02-06T11:00:00Z,2023-02-13T10:33:35Z,2023-12-11T11:44:59Z,JJB Admin,true,273,html,440,1051,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/The_Tokugawa_Gi_Story_6dd97324-2211-41b4-bd86-40c672fb481a.png?v=1676284416,,,"To commemorate the launch of our new limited-edition gi, the Tokugawa Gi, we have released a short video outlining the backstory of the stunning image sublimated on the gi lining.",belts|Gis|rashguards,0,yes,1,1,0,0,,C,embed,yes,MIGRATE,no,
technique,technique,gid://shopify/Article/604666298650,Gripping Strategies for BJJ,gripping-strategies-for-bjj,techniques,Techniques,/blogs/techniques/gripping-strategies-for-bjj,true,2023-01-31T09:40:08Z,2023-01-31T09:40:08Z,2023-12-11T11:45:15Z,JJB Admin,true,396,html,832,1396,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Gripping_Strategies_BJJ.png?v=1675158009,,,"Join black belt Belt Leigh Remedios as he shares his expert knowledge on gripping strategies for stand up in BJJ. In this in-depth video, Leigh will break down the key techniques and tips for maximising your grip game on the mat.",Gis|rashguards,0,yes,1,1,1,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
article,article,gid://shopify/Article/604555870490,How to Drop Body Fat,how-to-drop-body-fat,blog,Articles,/blogs/blog/how-to-drop-body-fat,true,2023-02-21T09:46:47Z,2023-01-08T11:16:50Z,2023-12-11T11:45:40Z,JJB Admin,true,349,html,6264,6755,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/How_to_Drop_Body_Fat.png?v=1673176610,,,"The article provides practical insights and strategies tailored for those engaged in the dynamic world of Jiu-Jitsu that want to drop body fat. Whether you're looking to fine-tune your physique, cut weight for a comp, or simply adopt a healthier lifestyle, this read offers valuable guidance.",Gis|patches|rashguards,0,no,0,0,1,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/405423095868,Top Ten Tips for Jiu Jitsu Beginners,important-tips-for-beginners,blog,Articles,/blogs/blog/important-tips-for-beginners,true,2023-03-14T08:14:45Z,2020-01-04T02:35:30Z,2023-12-11T11:47:22Z,JJB Admin,true,120,html,3010,3668,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Important_Tips_for_Beginners.png?v=1669198297,jiu jitsu beginners,,Here are our ten tips to help jiu jitsu beginners get the most out of their training!,Gis|rashguards,0,no,0,0,0,0,,A,,yes,MIGRATE,no,
technique,technique,gid://shopify/Article/604740550938,The Tornado Throw,the-tornado-throw,techniques,Techniques,/blogs/techniques/the-tornado-throw,true,2023-02-15T09:57:26Z,2023-02-15T09:38:24Z,2023-12-11T11:47:44Z,JJB Admin,true,339,html,1224,1850,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/The_Tornado_Throw.png?v=1676453905,,,"The video by MMA legend and jiu jitsu black belt Leigh Remedios, introduces and explores the Tornado Throw. Whether you're a seasoned practitioner or someone eager to expand your technical repertoire, it provides valuable insights and inspiration.",Gis|rashguards,0,yes,1,1,1,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
technique,technique,gid://shopify/Article/604829614362,Sumi Gaeshi (Corner Reversal),sumi-gaeshi-corner-reversal,techniques,Techniques,/blogs/techniques/sumi-gaeshi-corner-reversal,true,2023-03-02T09:39:08Z,2023-03-02T09:39:03Z,2023-12-11T11:48:07Z,JJB Admin,true,172,html,1322,1960,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Sumi_Gaeshi.png?v=1677749943,,,"The video by MMA legend and jiu jitsu black belt Leigh Remedios, introduces and explores the Sumi Gaeshi takedown.",Gis|rashguards,0,yes,1,1,1,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
technique,technique,gid://shopify/Article/604911206682,Yoko Tomoe Nage,yoko-tomoe-nage,techniques,Techniques,/blogs/techniques/yoko-tomoe-nage,true,2023-03-21T11:56:39Z,2023-03-21T11:45:56Z,2023-12-11T11:48:47Z,JJB Admin,true,312,html,1250,1897,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Yoko_Tomoe_Nage.png?v=1679399156,,,"The video by MMA legend and jiu jitsu black belt Leigh Remedios, introduces and explores the Yoko Tomoe Nage throw. Whether you're a seasoned practitioner or someone eager to expand your technical repertoire, it provides valuable insights and inspiration.",belts|rashguards|spats,0,yes,1,1,1,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
article,article,gid://shopify/Article/604431319322,Mauricio's Advice When You Are Currently Unable to Train,mauricios-advice-when-you-are-currently-unable-to-train,blog,Articles,/blogs/blog/mauricios-advice-when-you-are-currently-unable-to-train,true,2023-04-05T07:26:51Z,2022-11-23T10:24:44Z,2023-12-11T11:49:04Z,JJB Admin,true,625,html,317,765,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Mauricio_s_Advice_if_You_Cant_Train.png?v=1669199085,,,"In this video, the legendary Mauricio Gomes gives some advice on what to do when you cannot train because you are injured. Mauricio belongs to the elite group of black belts given the rank by the late Rolls Gracie, and he is also the father and coach of Roger Gracie, the most accomplished grappler of his generation.",belts|Gis|rashguards,0,yes,1,0,1,0,,C,embed,yes,MIGRATE,no,
article,article,gid://shopify/Article/604612624666,First It’s an Art,first-it-s-an-art,blog,Articles,/blogs/blog/first-it-s-an-art,true,2023-04-30T08:43:17Z,2023-01-16T14:58:58Z,2023-12-11T14:26:30Z,JJB Admin,true,199,html,4691,5878,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/First_Its_an_Art.png?v=1683277940,,,"The article beautifully delves into the artistic and creative dimensions of Jiu-Jitsu. It explores how our practice goes beyond mere technique, becoming a form of self-expression and personal growth.",Gis|patches|rashguards,2,no,0,0,3,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/605339910426,Vintage Newaza Footage from 1949,vintage-newaza-footage-from-1949,blog,Articles,/blogs/blog/vintage-newaza-footage-from-1949,true,2023-05-09T09:38:24Z,2023-05-09T09:38:08Z,2023-12-11T14:26:59Z,JJB Admin,true,240,html,441,820,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Vintage_Newaza_Footage_from_1949.png?v=1683625089,,,This video features some incredible vintage Judo newaza footage from 1949 featuring Gunji Koizumi. Gunji Koizumi was the Japanese Judoka who introduced this martial art to the United Kingdom and became known as the 'Father of British Judo.',belts|Gis|rashguards,0,yes,1,0,0,0,,C,embed,yes,MIGRATE,no,
article,article,gid://shopify/Article/556734119996,Rib Injuries in Jiu Jitsu,rib-injuries-in-jiu-jitsu,blog,Articles,/blogs/blog/rib-injuries-in-jiu-jitsu,true,2022-05-09T07:49:17Z,2022-05-05T08:49:12Z,2023-12-11T14:28:05Z,JJB Admin,true,315,html,6309,6754,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Rib_Injuries_in_Jiu_Jitsu.png?v=1651740552,,,"The article, titled ""Rib Injuries in Jiu-Jitsu,"" delves into the causes, symptoms, and strategies for dealing with rib injuries in our beloved sport. Whether you've personally experienced rib injuries or want to be better prepared to prevent and address them, this read offers valuable insights.",patches|rashguards|spats,0,no,0,0,2,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/557029097532,Cauliflower Ears in Jiu Jitsu,cauliflower-ears-in-jiu-jitsu,blog,Articles,/blogs/blog/cauliflower-ears-in-jiu-jitsu,true,2022-08-14T07:23:37Z,2022-08-14T07:17:29Z,2023-12-11T14:28:27Z,JJB Admin,true,281,html,5904,7371,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/BLOG_POST_IMAGE_TEMPLATE_dc83a5b1-2652-40d9-b66b-6fb1c4b664ce.png?v=1660461807,,,"The article explores the causes, effects, and potential preventive measures for this common condition among grapplers. It provides valuable insights that may interest both seasoned practitioners and those newer to the sport.",belts|patches|spats,1,yes,2,0,5,0,,C,embed,yes,MIGRATE,no,
article,article,gid://shopify/Article/557269811260,Dealing with Injuries in Jiu Jitsu,dealing-with-injuries-in-jiu-jitsu,blog,Articles,/blogs/blog/dealing-with-injuries-in-jiu-jitsu,true,2022-10-29T13:59:17Z,2022-10-28T09:12:33Z,2023-12-11T14:29:09Z,JJB Admin,true,310,html,9123,10255,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Dealing_with_Injuries.png?v=1666948353,,,"The article addresses the challenges and offers practical advice on how to navigate and recover from injuries effectively. Whether you're currently dealing with an injury or interested in preventive measures, this read provides a thoughtful perspective.",patches|rashguards|spats,0,no,0,0,3,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/605401415962,The Most Important Supplement for Jiu Jitsu Athletes?,the-one-supplement-all-jiu-jitsu-athletes-should-take,blog,Articles,/blogs/blog/the-one-supplement-all-jiu-jitsu-athletes-should-take,true,2023-05-23T08:23:08Z,2023-05-23T08:21:47Z,2023-12-11T14:29:42Z,JJB Admin,true,315,html,9223,11790,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/The_One_Supplement_All_Jiu_Jitsu_Athletes_Should_Take.png?v=1684830107,,,"The article, written by a jiu jitsu black belt and medical doctor, sheds light on a specific supplement that can be beneficial for Jiu-Jitsu athletes. The insights shared in this piece could be a game-changer for our training routines and overall well-being.",Gis|patches,0,no,0,0,6,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/605475373338,Choosing the Right BJJ Academy for You,choosing-the-right-bjj-academy-for-you,blog,Articles,/blogs/blog/choosing-the-right-bjj-academy-for-you,true,2023-06-06T10:17:02Z,2023-06-05T08:29:40Z,2023-12-11T14:30:03Z,JJB Admin,true,294,html,10080,10672,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Choosing_the_Right_Academy.png?v=1685963272,,,"If you are about to embark on your jiu jitsu journey, one of the most daunting tasks can be choosing where to train. In this article, we highlight what we feel are the most important questions you should be asking yourself when making this important decision.",belts|Gis|patches,0,no,0,0,0,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/604615246106,The History of Brazilian Jiu Jitsu,the-history-of-brazilian-jiu-jitsu,blog,Articles,/blogs/blog/the-history-of-brazilian-jiu-jitsu,true,2023-01-21T09:10:58Z,2023-01-17T08:36:08Z,2023-12-11T14:30:29Z,JJB Admin,true,355,html,14240,17389,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/History_of_BJJ_eb9dbb1f-ae6c-4abf-b4c1-10a2e71eccba.png?v=1673945901,,,"Today Brazilian jiu jitsu is one of the world's fastest-growing and most popular combat sports. It is recognised as not just being one of the most effective martial arts but also having immense benefits for physical and mental health. But how did we arrive here, and what are the origins and history of this martial art?",belts|Gis|rashguards,5,no,0,0,6,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/605646291226,A Brief History of BJJ,a-brief-history-of-bjj,blog,Articles,/blogs/blog/a-brief-history-of-bjj,true,2023-07-05T08:10:13Z,2023-07-05T08:09:46Z,2023-12-11T14:30:49Z,JJB Admin,true,320,html,534,1126,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/History_of_BJJ_YouTube.png?v=1688544587,,,"Today Brazilian jiu jitsu is one of the world's fastest-growing and most popular combat sports. It is recognised as not just being one of the most effective martial arts but also having immense benefits for physical and mental health. But how did we arrive here, and what are the origins and history of this martial art?",Gis|rashguards,0,yes,1,1,1,0,,C,embed,yes,MIGRATE,no,
article,article,gid://shopify/Article/605768024346,Why Low Carb Diet Is Bullsh*t,why-low-carb-diet-is-bullsh-t,blog,Articles,/blogs/blog/why-low-carb-diet-is-bullsh-t,true,2023-07-25T10:47:17Z,2023-07-25T10:46:31Z,2023-12-11T14:31:22Z,JJB Admin,true,192,html,1635,2522,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Why_Low_Carb_Diet_in_Bullsh_t.png?v=1690281991,,,The article takes a critical look at the popular notion of low-carb diets and offers a fresh perspective on their efficacy and impact.,belts|patches|spats,0,no,0,1,1,1,"This%20article%20was%20written%20by%20James%20Cooper.%20James%20is%20a%203rd-degree%20black%20belt%20under%20the%20legendary%20Roger%20Gracie.%20James%20was%20promoted%20to%20black%20belt%20at%20just%2023%20years%20of%20age,%20and%20at%20that%20time%20was%20the%20youngest%20ever%20black%20belt%20in%20the%20UK.%20James%20is%20also%20a%20qualified%20Clinical%20Nutritionist%20who%20graduated%20from%20King%E2%80%99s%20College%20London%20and%20runs%20the%20renowned%20BTX%20London%20Gym%20in%20Hampstead.%20",A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/605833855258,Attending Your First Jiu Jitsu Class,attending-your-first-jiu-jitsu-class,blog,Articles,/blogs/blog/attending-your-first-jiu-jitsu-class,true,2023-08-09T13:06:37Z,2023-08-08T07:51:37Z,2023-12-11T14:31:39Z,JJB Admin,true,260,html,8936,12429,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Attending_Your_First_Jiu_Jitsu_Class.png?v=1691481097,,,Attending your first jiu jitsu class is an exciting and nerve-wracking experience. Some of you will be completely new to martial arts and have no idea what to expect. This article will give you a feel for what will happen and some ideas on how to best prepare.,Gis|rashguards,0,no,0,0,0,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/606133682458,Are You Overtraining in Jiu Jitsu?,are-you-overtraining-in-jiu-jitsu,blog,Articles,/blogs/blog/are-you-overtraining-in-jiu-jitsu,true,2023-09-15T13:44:53Z,2023-09-15T13:29:52Z,2023-12-11T14:32:40Z,JJB Admin,true,303,html,6655,10516,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Overtraining_BJJ.png?v=1694785317,,,"The article discusses a topic that's often overlooked but crucial for our overall well-being and performance. The author provides valuable insights into recognising the signs of overtraining, the impact it can have on our bodies, and practical tips on finding the right balance in our training routines.",patches|rashguards|spats,0,no,0,0,2,0,,A,,yes,MIGRATE,no,
